calories,protein,fat,carbohydrates
-1.096281480054244,-1.1783244971244005,-0.958165562452535,-0.5656063946223319
-1.2009953851865802,-1.1450566683240189,-0.835039384016398,-1.0025467677804656
-1.2891755158243372,-1.1349316769499895,-1.0569103194161695,-1.001365847853011
4.111857485738277,2.173047647679287,2.188256878573896,0.9754941107056793
-0.19243514101723586,-0.285878828870678,-0.6412070833100041,1.4537666813247174
-1.1348602872082627,-1.14939595034146,-0.660712220488006,-0.9966421681431934
-1.1348602872082627,-1.14939595034146,-0.660712220488006,-0.9966421681431934
-1.2230404178460195,-1.14939595034146,-0.9398794963481581,-0.9718428496666506
-1.2009953851865802,-1.1450566683240189,-0.835039384016398,-1.0025467677804656
-1.1073039963839637,-1.14939595034146,-0.609511235395751,-0.9718428496666506
1.6924151513648178,-0.9078425847039046,2.84655525833146,1.66042766862924
-1.1403715453731225,-1.1580745143763422,-0.6765601444451326,-1.0184891868011001
-1.178950352527141,-1.14939595034146,-0.8130961046911459,-0.9966421681431934
-0.9640112840976086,-0.4739143829597931,-0.700941565917635,-0.7409730038493125
-1.123837770878543,-1.1407173863065776,-0.9374413542009079,-0.6896029870050455
0.4909608714253801,0.1769779196563741,-0.8484491658262743,1.8222136986904953
-1.041168898405646,-0.4261822807679408,-0.609511235395751,-1.1194578405984523
-1.2450854505054587,-1.14939595034146,-0.9398794963481581,-0.9966421681431934
-1.0852589637245245,-1.14939595034146,-0.609511235395751,-0.9718428496666506
0.17681915602837114,-1.14939595034146,-0.4571273511926113,-1.095248982085637
-1.0632139310650852,-1.14939595034146,-0.9142790038020308,-0.5065603982496112
-1.0852589637245245,-1.14939595034146,-0.9142790038020308,-0.6010339924459644
-1.151394061702842,-1.2549851460991936,-0.8959929376976539,-0.7604581826523104
1.653836344210799,-0.2193431712699144,2.84655525833146,1.7608058624628655
-1.1073039963839637,-1.14939595034146,-0.609511235395751,-0.9966421681431934
-1.178950352527141,-1.0886460020972843,-0.8130961046911459,-0.9966421681431934
-0.9915675749219077,-0.4261822807679408,-0.8130961046911459,-0.9228346726772925
-1.178950352527141,-1.0278960538531088,-0.8130961046911459,-0.9718428496666506
-1.2891755158243372,-1.1349316769499895,-1.0569103194161695,-1.001365847853011
-1.239574192340599,-1.1421638136457248,-0.9508511360107842,-0.9860138887961036
-1.1403715453731225,-1.1580745143763422,-0.6765601444451326,-1.0184891868011001
-1.2230404178460195,-1.14939595034146,-0.8374775261636482,-1.0704496636090943
-1.2230404178460195,-1.14939595034146,-0.9398794963481581,-0.9718428496666506
-1.178950352527141,-1.14939595034146,-0.8130961046911459,-0.9966421681431934
-0.005052363412002454,-1.1305923949325485,-0.9313459988327824,-0.6896029870050455
-1.3608218719675147,-1.570306306033248,-0.8374775261636482,-1.2670728315302542
-1.3938894209566735,-1.5515027506243364,-0.9179362170229061,-1.271796511240072
-1.294686773989197,-1.2144851806030765,-0.8655161608570259,-1.1944462559918079
2.0120681249266865,1.7391194459351755,2.84655525833146,-0.11095222255238224
